entropy,epoch,grad_norm,learning_rate,loss,mean_token_accuracy,num_tokens,step
0.20146580040454865,0.016,2.65625,0.0002,0.333626925945282,0.9142506420612335,136950.0,1
0.14319374412298203,0.032,0.81640625,0.00019894179894179893,0.17753586173057556,0.9561168849468231,277844.0,2
0.20457828789949417,0.048,0.546875,0.0001978835978835979,0.14787665009498596,0.9581001102924347,414031.0,3
0.1618388220667839,0.064,0.34765625,0.00019682539682539682,0.11194509267807007,0.9690651893615723,550276.0,4
0.1159210205078125,0.08,0.2890625,0.0001957671957671958,0.07032352685928345,0.9793308675289154,686669.0,5
0.1155788004398346,0.096,0.28125,0.0001947089947089947,0.07796604186296463,0.9809873998165131,818811.0,6
0.08166968077421188,0.112,0.1884765625,0.00019365079365079365,0.060111984610557556,0.9847410321235657,955377.0,7
0.05495084449648857,0.128,0.18359375,0.0001925925925925926,0.032608963549137115,0.9915909767150879,1091619.0,8
0.05049088038504124,0.144,0.14453125,0.00019153439153439154,0.03394179046154022,0.9912585914134979,1229094.0,9
0.032694268971681595,0.16,0.142578125,0.00019047619047619048,0.025951500982046127,0.992845356464386,1366936.0,10
0.027311149053275585,0.176,0.1279296875,0.00018941798941798943,0.018628260120749474,0.9946736097335815,1506249.0,11
0.036458056420087814,0.192,0.208984375,0.00018835978835978837,0.03727714717388153,0.9916468560695648,1640795.0,12
0.01594148762524128,0.208,0.29296875,0.00018730158730158731,0.013433894142508507,0.9965654611587524,1777079.0,13
0.014184644911438227,0.224,0.271484375,0.00018624338624338623,0.01390196941792965,0.995185375213623,1914752.0,14
0.013831527903676033,0.24,0.2373046875,0.0001851851851851852,0.01153767853975296,0.9963686466217041,2053702.0,15
0.008667114190757275,0.256,0.07177734375,0.00018412698412698412,0.0043509649112820625,0.9989168643951416,2192795.0,16
0.017472359351813793,0.272,0.14453125,0.0001830687830687831,0.012395311146974564,0.995934009552002,2326014.0,17
0.010791155742481351,0.288,0.12255859375,0.000182010582010582,0.008862875401973724,0.9970747232437134,2461967.0,18
0.015150822699069977,0.304,0.1005859375,0.00018095238095238095,0.010854212567210197,0.9967598915100098,2597450.0,19
0.013722497038543224,0.32,0.140625,0.0001798941798941799,0.009271075017750263,0.9971446692943573,2734766.0,20
0.012363054789602757,0.336,0.12109375,0.00017883597883597884,0.009716158732771873,0.9973183870315552,2870436.0,21
0.00605728174559772,0.352,0.10302734375,0.00017777777777777779,0.0037001613527536392,0.9985260367393494,3007637.0,22
0.01521455217152834,0.368,0.140625,0.00017671957671957673,0.012423107400536537,0.996603786945343,3139457.0,23
0.006111592752858996,0.384,0.054931640625,0.00017566137566137565,0.00258707907050848,0.9993591606616974,3276992.0,24
0.0073570049135014415,0.4,0.125,0.00017460317460317462,0.004775223322212696,0.9990821480751038,3409684.0,25
0.010899156564846635,0.416,0.0771484375,0.00017354497354497354,0.004364206921309233,0.9980621635913849,3544094.0,26
0.009420957649126649,0.432,0.0732421875,0.0001724867724867725,0.0028575146570801735,0.9995727837085724,3679364.0,27
0.003772488795220852,0.448,0.09521484375,0.00017142857142857143,0.0010069136042147875,0.9997986257076263,3814578.0,28
0.0074875932186841965,0.464,0.1796875,0.00017037037037037037,0.013836315833032131,0.9975276291370392,3949387.0,29
0.0020694463746622205,0.48,0.08935546875,0.00016931216931216931,0.001167729846201837,0.9997188448905945,4085469.0,30
0.002937526209279895,0.496,0.1748046875,0.00016825396825396826,0.002709727268666029,0.9992507994174957,4223908.0,31
0.0026658415445126593,0.512,0.054931640625,0.0001671957671957672,0.0010274248197674751,0.9997981786727905,4361542.0,32
0.001200588623760268,0.528,0.11181640625,0.00016613756613756615,0.0007806741050444543,0.999810665845871,4500201.0,33
0.002785244840197265,0.544,0.171875,0.0001650793650793651,0.0034095393493771553,0.9992786943912506,4635056.0,34
