entropy,epoch,grad_norm,learning_rate,loss,mean_token_accuracy,num_tokens,step
0.0008273647472378798,0.992,0.0052490234375,0.00010317460317460319,0.00016452358977403492,1.0,8474329.0,62
0.00022742667351849377,1.0,0.0005645751953125,0.00010158730158730159,2.1841846319148317e-05,1.0,8543733.0,63
0.00048055322258733213,1.016,0.002349853515625,0.0001,6.715701601933688e-05,1.0,8677062.0,64
0.0001685334209469147,1.032,0.0003376007080078125,9.841269841269841e-05,1.5868225091253407e-05,1.0,8814526.0,65
0.00038253985985647887,1.048,0.0023040771484375,9.682539682539682e-05,5.4359654313884676e-05,1.0,8952540.0,66
0.000221655544009991,1.064,0.000396728515625,9.523809523809524e-05,2.1016045138821937e-05,1.0,9090398.0,67
0.00031707897142041475,1.08,0.00066375732421875,9.365079365079366e-05,3.530088724801317e-05,1.0,9226728.0,68
0.00020869590662186965,1.096,0.0003795623779296875,9.206349206349206e-05,2.017576844082214e-05,1.0,9364105.0,69
0.0002693838468985632,1.112,0.000461578369140625,9.047619047619048e-05,2.6899950171355158e-05,1.0,9501926.0,70
0.0009871953225228935,1.1280000000000001,0.0038299560546875,8.888888888888889e-05,0.00013281445717439055,1.0,9635367.0,71
0.0002532763173803687,1.144,0.000579833984375,8.730158730158731e-05,2.6860849175136536e-05,1.0,9772783.0,72
0.00024398133245995268,1.16,0.0004138946533203125,8.571428571428571e-05,2.423372643534094e-05,1.0,9912690.0,73
0.00029038584034424275,1.176,0.0006103515625,8.412698412698413e-05,2.7078724087914452e-05,1.0,10049169.0,74
0.0006032020755810663,1.192,0.002197265625,8.253968253968255e-05,9.014169336296618e-05,1.0,10184126.0,75
0.0003932672552764416,1.208,0.001739501953125,8.095238095238096e-05,5.229738599155098e-05,1.0,10322247.0,76
0.00018991802062373608,1.224,0.000362396240234375,7.936507936507937e-05,1.8964401533594355e-05,1.0,10462389.0,77
0.0001763377949828282,1.24,0.0002918243408203125,7.777777777777778e-05,1.6213118215091527e-05,1.0,10598758.0,78
0.0002747630060184747,1.256,0.000606536865234375,7.619047619047618e-05,2.8038411983288825e-05,1.0,10733702.0,79
0.00022610708401771262,1.272,0.000492095947265625,7.460317460317461e-05,2.4191907868953422e-05,1.0,10867605.0,80
0.00019368130597285926,1.288,0.000736236572265625,7.301587301587302e-05,2.19567991734948e-05,1.0,11003942.0,81
0.00030164705822244287,1.304,0.00159454345703125,7.142857142857143e-05,3.754883800866082e-05,1.0,11141841.0,82
0.00042108500201720744,1.32,0.0022735595703125,6.984126984126984e-05,5.987450640532188e-05,1.0,11280369.0,83
0.00022949143021833152,1.336,0.000705718994140625,6.825396825396825e-05,2.3901407985249534e-05,1.0,11419380.0,84
0.00025026950606843457,1.3519999999999999,0.000843048095703125,6.666666666666667e-05,2.7792295441031456e-05,1.0,11554701.0,85
0.0002670523972483352,1.3679999999999999,0.00049591064453125,6.507936507936509e-05,2.8453390768845566e-05,1.0,11689101.0,86
0.00035640494024846703,1.384,0.000885009765625,6.349206349206349e-05,3.742690751096234e-05,1.0,11824082.0,87
0.00026573784271022305,1.4,0.000530242919921875,6.19047619047619e-05,2.8050506443833e-05,1.0,11960449.0,88
0.0002951018395833671,1.416,0.001190185546875,6.0317460317460316e-05,3.562779966159724e-05,1.0,12094027.0,89
0.00031908256642054766,1.432,0.00173187255859375,5.873015873015873e-05,4.1541235987097025e-05,1.0,12229244.0,90
0.0005180573934921995,1.448,0.0023956298828125,5.714285714285714e-05,6.174478039611131e-05,1.0,12365458.0,91
0.0002464124045218341,1.464,0.00069427490234375,5.555555555555556e-05,2.6089248422067612e-05,1.0,12502011.0,92
0.00016418195446021855,1.48,0.000308990478515625,5.396825396825397e-05,1.5110368622117676e-05,1.0,12636967.0,93
0.00016748350753914565,1.496,0.001068115234375,5.2380952380952384e-05,1.5585013898089528e-05,1.0,12771754.0,94
0.0004273718732292764,1.512,0.0014495849609375,5.0793650793650794e-05,6.282475078478456e-05,1.0,12907028.0,95
0.0004089788853889331,1.528,0.0013885498046875,4.9206349206349204e-05,3.9916714740684256e-05,1.0,13043278.0,96
0.00018169055692851543,1.544,0.00051116943359375,4.761904761904762e-05,1.7384547390975058e-05,1.0,13181320.0,97
0.0002224801792181097,1.56,0.000614166259765625,4.603174603174603e-05,2.2060485207475722e-05,1.0,13317344.0,98
0.00023181476717581972,1.576,0.0003986358642578125,4.4444444444444447e-05,2.1990694222040474e-05,1.0,13453461.0,99
0.0003441722656134516,1.592,0.000766754150390625,4.2857142857142856e-05,3.689709410537034e-05,1.0,13591609.0,100
0.00040112773422151804,1.608,0.00726318359375,4.126984126984127e-05,0.0001397979212924838,0.9999097883701324,13730372.0,101
0.00024175423459382728,1.624,0.000835418701171875,3.968253968253968e-05,2.7862675779033452e-05,1.0,13868854.0,102
0.00015813307982170954,1.6400000000000001,0.0003185272216796875,3.809523809523809e-05,1.461079500586493e-05,1.0,14008532.0,103
0.0001751590461935848,1.6560000000000001,0.000514984130859375,3.650793650793651e-05,1.6711630451027304e-05,1.0,14146576.0,104
0.00023082908592186868,1.6720000000000002,0.00101470947265625,3.492063492063492e-05,2.7963278625975363e-05,1.0,14284119.0,105
0.00047255064419005066,1.688,0.00201416015625,3.3333333333333335e-05,5.965954915154725e-05,1.0,14420451.0,106
0.0003861649747705087,1.704,0.00119781494140625,3.1746031746031745e-05,4.843998249270953e-05,1.0,14557698.0,107
0.00019591904856497422,1.72,0.00029754638671875,3.0158730158730158e-05,1.621372575755231e-05,1.0,14693524.0,108
0.0002024082059506327,1.736,0.00041961669921875,2.857142857142857e-05,2.0233317627571523e-05,1.0,14830439.0,109
0.0007071702129906043,1.752,0.00848388671875,2.6984126984126984e-05,0.00016394449630752206,1.0,14964177.0,110
0.0002179377552238293,1.768,0.000698089599609375,2.5396825396825397e-05,2.2983171220403165e-05,1.0,15101814.0,111
0.0003037958813365549,1.784,0.00124359130859375,2.380952380952381e-05,2.8995815227972344e-05,1.0,15238916.0,112
0.00014935377112124115,1.8,0.0003185272216796875,2.2222222222222223e-05,1.3808493349642958e-05,1.0,15377619.0,113
0.0005392609164118767,1.8159999999999998,0.006561279296875,2.0634920634920636e-05,0.00012090046220691875,1.0,15513628.0,114
0.0006025033653713763,1.8319999999999999,0.002166748046875,1.9047619047619046e-05,7.986706623341888e-05,1.0,15646250.0,115
0.00025511920102871954,1.8479999999999999,0.000926971435546875,1.746031746031746e-05,2.949955887743272e-05,1.0,15781609.0,116
0.00017541208944749087,1.8639999999999999,0.00035858154296875,1.5873015873015872e-05,1.7515705621917732e-05,1.0,15918210.0,117
0.00020642129675252363,1.88,0.000423431396484375,1.4285714285714285e-05,2.1027020920882933e-05,1.0,16053965.0,118
0.000350499787600711,1.896,0.000965118408203125,1.2698412698412699e-05,3.8785165088484064e-05,1.0,16190128.0,119
0.00030610333487857133,1.912,0.00112152099609375,1.1111111111111112e-05,3.643615491455421e-05,1.0,16328661.0,120
0.0002613665710669011,1.928,0.000675201416015625,9.523809523809523e-06,2.9141636332497e-05,1.0,16465823.0,121
0.0004520786023931578,1.944,0.00150299072265625,7.936507936507936e-06,5.193543984205462e-05,1.0,16600413.0,122
0.0002397715943516232,1.96,0.0003643035888671875,6.349206349206349e-06,2.3293017875403166e-05,1.0,16738288.0,123
0.00018887181795435026,1.976,0.00048828125,4.7619047619047615e-06,1.7737093003233895e-05,1.0,16876495.0,124
0.00018379050743533298,1.992,0.000278472900390625,3.1746031746031746e-06,1.824216451495886e-05,1.0,17017208.0,125
0.00034210036392323673,2.0,0.0030059814453125,1.5873015873015873e-06,5.5649572459515184e-05,1.0,17087466.0,126
